"Country","ISO3","Specie","Breed/Most common name","Year","Population min","Population max","Trend","Population figured based on","Breeding male","Breeding female","Females registered in herdbooks","Females bred pure","Herds","Herds size (avg)","AI used","Male in AI","In situ conservation programmes in place","Reliability","Last update","Geographical classification"
"United States of America","USA","Cattle","Dexter","1995","595","595","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Dexter","2000","852","852","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Dexter","2001","852","852","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"United States of America","USA","Cattle","Dexter","2005","1756","1756","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Dexter","2010","1402","1402","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Dexter","2011","1527","1527","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Dexter","2012","1670","1670","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Dexter","2017","2000","3000","","","","","","","","","","","","","4 Jan 2018","International"
"United States of America","USA","Cattle","Dutch Belted","1970","72","72","","","","","","","","","","","","","21 Jan 2020","Local"
"United States of America","USA","Cattle","Dutch Belted","1985","100","100","","","","","","","","","","","","","21 Jan 2020","Local"
"United States of America","USA","Cattle","Dutch Belted","1990","50","50","","","","","","","","","","","","","21 Jan 2020","Local"
"United States of America","USA","Cattle","Dutch Belted","2000","400","400","","","","","","","","","","","","","21 Jan 2020","Local"
"United States of America","USA","Cattle","Dutch Belted","2010","700","1500","","","","","","","","","","","","","21 Jan 2020","Local"
"United States of America","USA","Cattle","Dutch Belted","2015","443","443","","","","","","","","","","","","","21 Jan 2020","Local"
"United States of America","USA","Cattle","Dutch Belted","2016","464","464","","","","","","","","","","","","","21 Jan 2020","Local"
"United States of America","USA","Cattle","Florida Cracker","1990","600","600","unknown","","","","","","","","yes","","yes","unknown","28 Feb 2012","Local"
"United States of America","USA","Cattle","Florida Cracker","1994","","1000","increasing","","","","","","2","","","","","unknown","28 Feb 2006","Local"
"United States of America","USA","Cattle","Florida Cracker","2010","600","1300","unknown","","150","500","","","","","yes","","yes","unknown","6 Mar 2012","Local"
"United States of America","USA","Cattle","Florida Cracker","2022","2500","4900","","census at breed level","","","","","","","yes","","yes","","3/10/2022","Local"
"United States of America","USA","Cattle","Galloway","1970","3144","3144","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","1980","751","751","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","1985","85","85","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","1990","102","102","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2000","300","400","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2006","177","177","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2007","173","173","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2008","128","128","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2009","211","211","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2010","182","182","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2011","224","224","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2012","258","258","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2013","97","97","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2014","97","97","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Galloway","2015","200","300","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","1985","16086","16086","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","1990","36964","36964","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","2001","55276","55276","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","2008","33628","33628","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","2009","32126","32126","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","2011","33574","33574","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","2012","35831","35831","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","2013","31771","31771","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Gelbvieh","2014","32472","32472","","","","","","","","","","","","reliable","20 Dec 2016","International"
"United States of America","USA","Cattle","Gelbvieh","2015","31961","31961","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","1970","43783","43783","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","1980","20907","20907","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","1985","25900","25900","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","1990","13991","13991","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","2000","6151","6151","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","2005","5093","5093","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","2010","4844","4844","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","2013","4844","4844","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","2015","5255","5255","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Guernsey","2016","3532","3532","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","1953","560794","560794","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","1970","253832","253832","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","1985","120000","120000","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","1990","186382","186382","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","1998","82000","82000","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","1999","83500","83500","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2000","81000","81000","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2001","76000","76000","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2002","68500","68500","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2003","71500","71500","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2004","68500","68500","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2005","71330","71330","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2006","69344","69344","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2007","69754","69754","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2008","63943","63943","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2009","64293","64293","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2010","64907","64907","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2011","65000","65000","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2012","70260","70260","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2013","67930","67930","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2014","71444","71444","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2015","75988","75988","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Hereford","2016","79082","79082","","","","","","","","","","","","","9-Sep-2021","International"
"United States of America","USA","Cattle","Hereford","2017","79586","79586","","","","","","","","","","","","","9-Sep-2021","International"
"United States of America","USA","Cattle","Hereford","2018","81174","81174","","","","","","","","","","","","","9-Sep-2021","International"
"United States of America","USA","Cattle","Hereford","2019","75760","75760","","","","","","","","","","","","","9-Sep-2021","International"
"United States of America","USA","Cattle","Highland","1970","516","516","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Highland","1985","518","518","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Highland","1990","766","766","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Highland","2000","1569","1569","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Highland","2010","1549","1549","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Highland","2012","1032","1032","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Highland","2015","1282","1282","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Highland","2016","1536","1536","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Holstein","1970","281574","281574","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Holstein","1980","353949","353949","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Holstein","1985","394506","394506","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Holstein","1990","395906","395906","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Holstein","2000","317567","317567","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Holstein","2010","339980","339980","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Holstein","2013","373056","373056","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1922","45443","45443","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1923","50450","50450","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1924","52163","52163","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1925","53857","53857","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1926","55659","55659","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1927","63045","63045","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1928","73909","73909","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1929","71661","71661","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1930","58119","58119","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1931","48473","48473","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1932","41227","41227","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1933","35456","35456","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1934","38578","38578","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1935","48222","48222","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1936","43312","43312","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1937","43682","43682","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1938","44925","44925","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1939","47100","47100","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1940","48527","48527","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1941","60543","60543","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1942","62659","62659","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1943","54160","54160","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1944","56471","56471","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1945","53900","53900","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1946","49271","49271","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1947","86395","86395","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1948","69126","69126","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1949","65974","65974","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1950","68979","68979","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1951","68651","68651","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1952","71513","71513","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1953","87682","87682","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1954","60569","60569","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1955","60282","60282","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1956","59101","59101","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1957","68403","68403","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1958","70384","70384","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1959","55852","55852","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1960","51749","51749","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1961","54122","54122","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1962","50345","50345","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1963","43363","43363","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1964","40885","40885","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1965","43573","43573","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1966","64960","64960","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1967","53014","53014","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1968","42862","42862","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1969","38019","38019","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1970","37097","37097","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1971","37977","37977","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1972","39396","39396","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1973","33104","33104","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1974","35812","35812","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1975","39707","39707","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1976","40616","40616","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1977","38144","38144","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1978","37549","37549","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1979","38584","38584","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1980","60975","60975","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1981","53981","53981","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1982","58569","58569","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1983","53987","53987","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1984","50192","50192","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1985","65357","65357","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1986","50269","50269","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1987","52713","52713","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1988","57236","57236","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1989","53709","53709","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1990","53547","53547","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1991","57627","57627","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1992","61025","61025","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1993","54287","54287","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1994","56165","56165","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1995","63399","63399","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1996","54426","54426","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1997","54767","54767","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1998","54145","54145","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","1999","62812","62812","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","2000","63776","63776","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","2001","67727","67727","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","2002","72507","72507","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","2003","69244","69244","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","2004","73030","73030","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","2005","72885","72885","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Jersey","2010","90366","90366","unknown","","","","","","","","yes","","yes","unknown","28 Feb 2012","International"
"United States of America","USA","Cattle","Jersey","2013","90366","90366","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Kerry","1985","4","4","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Kerry","1990","100","100","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Kerry","2000","100","100","","","","","","","","","yes","","yes","","28 Feb 2012","International"
"United States of America","USA","Cattle","Kerry","2010","100","100","","","","","","","","","yes","","yes","","28 Feb 2012","International"
"United States of America","USA","Cattle","Limousin","1973","43499","43499","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","1974","41118","41118","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","1975","32450","32450","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","1980","27984","27984","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","1985","44437","44437","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","1990","72077","72077","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","1995","79274","79274","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2000","43680","43680","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2001","41973","41973","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2002","40795","40795","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2003","35985","35985","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2004","31415","31415","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2005","29754","29754","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2006","29678","29678","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2007","26451","26451","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2008","21412","21412","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2009","20654","20654","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2010","17824","17824","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2011","17351","17351","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2012","15128","15128","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2013","14230","14230","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2014","12734","12734","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2015","12692","12692","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Limousin","2016","13316","13316","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Maine-Anjou","1985","3400","3400","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Maine-Anjou","1990","5000","5000","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Maine-Anjou","2000","13500","13500","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Maine-Anjou","2001","13500","13500","unknown","","","","","","","","","","","unknown","28 Feb 2006","International"
"United States of America","USA","Cattle","Maine-Anjou","2013","20197","20197","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Marchigiana","1985","432","432","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Marchigiana","1990","54","54","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Marchigiana","2000","50","50","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Marchigiana","2001","50","50","","","","","","","","","yes","","yes","","26 Mar 2012","International"
"United States of America","USA","Cattle","Marchigiana","2010","20","20","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Meuse-Rhine-Yssel","2013","200","200","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Devon","1985","15","15","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","1990","120","120","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2000","150","150","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2005","75","75","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2010","177","177","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2011","247","247","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2012","124","124","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2013","252","252","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2015","195","195","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Devon","2016","211","211","","","","","","","","","","","","","21 Jan 2020","Regional"
"United States of America","USA","Cattle","Milking Shorthorn","1970","4263","4263","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","1985","3374","3374","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","1990","2596","2596","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2000","2811","2811","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2004","3061","3061","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2005","3173","3173","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2006","3263","3263","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2007","3121","3121","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2008","3210","3210","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2009","2980","2980","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2010","2984","2984","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Milking Shorthorn","2013","2795","2795","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Montbeliarde","2013","100","200","","","","","","","","","","","","","12 Dec 2013","International"
"United States of America","USA","Cattle","Murray Grey","1985","500","500","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","1990","900","900","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2004","385","385","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2005","457","457","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2006","380","380","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2007","397","397","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2008","448","448","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2009","369","369","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2010","433","433","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2011","228","228","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2012","300","300","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2013","334","334","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2014","433","433","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2015","400","400","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Murray Grey","2016","200","200","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Normande","1985","350","350","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Normande","1990","350","350","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Normande","2010","88","88","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Normande","2012","232","232","","","","","","","","","","","","","21 Jan 2020","International"
"United States of America","USA","Cattle","Norwegian Red","2013","100","200","","","","","","","","","","","","","21 Jan 2020","International"
